pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
150.0,v,,,,,7,1,29,1,325.07431254200037,326.0742212089999,326.0742212089999,326.0742212089999,326.0742212089999,326.0742212089999,327.0738915419997,327.0738915419997,v,1,0.6683068319998711,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-50.0,x,,,,,7,2,30,0,327.7746872919997,328.7745895420003,328.7745895420003,328.7745895420003,328.7745895420003,328.7745895420003,329.7744313339999,329.7744313339999,x,1,0.8215272489997005,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
50.0,c,,,,,7,3,31,2,330.6244511249997,331.6250220419997,331.6250220419997,331.6250220419997,331.6250220419997,331.6250220419997,332.62444824999966,332.62444824999966,c,1,0.353521998999895,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-150.0,z,,,,,8,0,32,3,333.00713150000047,334.00791000000027,334.00791000000027,334.00791000000027,334.00791000000027,334.00791000000027,335.0081374170004,335.0081374170004,z,1,0.7642784990002838,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-50.0,x,,,,,8,1,33,0,335.7918777920004,336.790595167,336.790595167,336.790595167,336.790595167,336.80766849999964,337.77520033400015,337.77520033400015,x,1,0.5982428320003237,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
150.0,v,,,,,8,2,34,1,338.39193612500003,339.39170162499977,339.39170162499977,339.39170162499977,339.39170162499977,339.39170162499977,340.3912495000004,340.3912495000004,v,1,0.7465282079992903,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
50.0,c,,,,,8,3,35,2,341.15813408400027,342.1574956249997,342.1574956249997,342.1574956249997,342.1574956249997,342.1574956249997,343.15776379199997,343.15776379199997,c,1,0.509020124000017,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
150.0,v,,,,,9,0,36,1,343.69116391700027,344.69152275000033,344.69152275000033,344.69152275000033,344.69152275000033,344.69152275000033,345.6913199999999,345.6913199999999,v,1,0.7361705829998755,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-50.0,x,,,,,9,1,37,0,346.458070959,347.4577333750003,347.4577333750003,347.4577333750003,347.4577333750003,347.4577333750003,348.4582217090001,348.4582217090001,x,1,0.7524431239999103,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-150.0,z,,,,,9,2,38,3,349.24160816699987,350.2416827090001,350.2416827090001,350.2416827090001,350.2416827090001,350.2416827090001,351.24136429200007,351.24136429200007,z,1,0.5269118750002235,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
50.0,c,,,,,9,3,39,2,351.79182445900005,352.7753979170002,352.7753979170002,352.7753979170002,352.7753979170002,352.7915138750004,353.79184658400027,353.79184658400027,c,1,0.6147345409999616,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-150.0,z,,,,,10,0,40,3,354.42498066700045,355.42465908400027,355.42465908400027,355.42465908400027,355.42465908400027,355.42465908400027,356.42483616699974,356.42483616699974,z,1,0.5655964989991844,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-50.0,x,,,,,10,1,41,0,357.0083924999999,358.00832524999987,358.00832524999987,358.00832524999987,358.00832524999987,358.00832524999987,359.0082757090004,359.0082757090004,x,1,0.8688419159998375,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
50.0,c,,,,,10,2,42,2,359.9079591669997,360.9087413750003,360.9087413750003,360.9087413750003,360.9087413750003,360.9087413750003,361.9082423339996,361.9082423339996,c,1,0.6500558329998967,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
150.0,v,,,,,10,3,43,1,362.575167084,363.57512908399985,363.57512908399985,363.57512908399985,363.57512908399985,363.57512908399985,364.5748389170003,364.5748389170003,v,1,0.7352498740001465,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-50.0,x,,,,,11,0,44,0,365.34175349999987,366.34173550000014,366.34173550000014,366.34173550000014,366.34173550000014,366.34173550000014,367.34154595899963,367.34154595899963,x,1,0.6654897910002546,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-150.0,z,,,,,11,1,45,3,368.0256722920003,369.02512087499963,369.02512087499963,369.02512087499963,369.02512087499963,369.02512087499963,370.0255622499999,370.0255622499999,z,1,0.7090857080002024,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
50.0,c,,,,,11,2,46,2,370.75866645899987,371.7581909170003,371.7581909170003,371.7581909170003,371.7581909170003,371.7581909170003,372.75818400000026,372.75818400000026,c,1,0.5090838329997496,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
150.0,v,,,,,11,3,47,1,373.29183575000025,374.29171916700034,374.29171916700034,374.29171916700034,374.29171916700034,374.29171916700034,375.29211908399975,375.29211908399975,v,1,0.5314780830003656,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-150.0,z,,,,,12,0,48,3,375.8422621669997,376.8417486670005,376.8417486670005,376.8417486670005,376.8417486670005,376.8417486670005,377.8419262919997,377.8419262919997,z,1,0.6043535819999306,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
50.0,c,,,,,12,1,49,2,378.47505900000033,379.4752291670002,379.4752291670002,379.4752291670002,379.4752291670002,379.4752291670002,380.4751700839997,380.4751700839997,c,1,0.6957659159998002,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
150.0,v,,,,,12,2,50,1,381.19238162500005,382.19177320900053,382.19177320900053,382.19177320900053,382.19177320900053,382.19177320900053,383.1919984169999,383.1919984169999,v,1,0.5500277499995718,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-50.0,x,,,,,12,3,51,0,383.75877737500014,384.7586517919999,384.7586517919999,384.7586517919999,384.7586517919999,384.7586517919999,385.75849279199974,385.75849279199974,x,1,0.47735966599975654,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
50.0,c,,,,,13,0,52,2,386.2587624589996,387.25889791700047,387.25889791700047,387.25889791700047,387.25889791700047,387.25889791700047,388.2588802500004,388.2588802500004,c,1,0.6723167079999257,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-50.0,x,,,,,13,1,53,0,388.9580283340001,389.95895579199987,389.95895579199987,389.95895579199987,389.95895579199987,389.95895579199987,390.95875966699987,390.95875966699987,x,1,0.6014203739996447,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-150.0,z,,,,,13,2,54,3,391.591602167,392.5921100840005,392.5921100840005,392.5921100840005,392.5921100840005,392.5921100840005,393.59247049999976,393.59247049999976,z,1,0.6676198750001276,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
150.0,v,,,,,13,3,55,1,394.29237679200014,395.2916858340004,395.2916858340004,395.2916858340004,395.2916858340004,395.2916858340004,396.2919419589998,396.2919419589998,v,1,0.7415105410000251,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
50.0,c,,,,,14,0,56,2,397.05895404199964,398.04239425000014,398.04239425000014,398.04239425000014,398.04239425000014,398.058771,399.05891950000023,399.05891950000023,c,1,0.6476465409996308,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
150.0,v,,,,,14,1,57,1,399.72630200000003,400.72546033399976,400.72546033399976,400.72546033399976,400.72546033399976,400.72546033399976,401.7251502090003,401.7251502090003,v,1,0.666140916000586,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-50.0,x,,,,,14,2,58,0,402.40915912499986,403.40934712499984,403.40934712499984,403.40934712499984,403.40934712499984,403.40934712499984,404.40928774999975,404.40928774999975,x,1,0.6898176239992608,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-150.0,z,,,,,14,3,59,3,405.12536691700006,406.12539958399975,406.12539958399975,406.12539958399975,406.12539958399975,406.12539958399975,407.1257331249999,407.1257331249999,z,1,0.8329203739995137,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-150.0,z,,,,,15,0,60,3,407.9762566669997,408.9753651250003,408.9753651250003,408.9753651250003,408.9753651250003,408.9753651250003,409.9759852090001,409.9759852090001,z,1,0.7932705819994226,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
50.0,c,,,,,15,1,61,2,410.79271008399974,411.7922897090002,411.7922897090002,411.7922897090002,411.7922897090002,411.7922897090002,412.79245025,412.79245025,c,1,1.2398531660001026,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
